,Unnamed: 0.1,Unnamed: 0,parking,property_type,date_available,weekly_cost,address,suburb,postcode,beds,baths,latitude,longitude,dist_to_city,dist_to_education,dist_to_parks_and_gardens,dist_to_train_station,dist_to_shopping,dist_to_healthcare,SA2_CODE21,SA2_NAME21,GCC_NAME21
9945,9945,9945,2,Townhouse,2024,750.0,2/649 canterbury road,vermont,3133.0,4,2,-37.8321716,145.2122673,28.71088,0.97801,0.5337000000000001,1.68842,2.63692,0.5440499999999999,211041272,Vermont,Greater Melbourne
9946,9946,9946,1,Townhouse,2024,520.0,20 ward street,cheltenham,3192.0,2,2,-37.9702938,145.0683749,26.79264,0.02343,0.30938,2.4166,0.1130699999999999,2.22784,208031188,Highett (East) - Cheltenham,Greater Melbourne
9947,9947,9947,2,House,2024,900.0,8/18 - 20 stapley crescent,altona north,3025.0,4,3,-37.8369823,144.8622712,11.62402,1.08395,0.19028,2.87996,2.03776,2.35695,213021343,Altona North,Greater Melbourne
9948,9948,9948,2,House,2024,470.0,10 lantern court,wallan,3756.0,3,2,-37.4079736,144.9697485,53.69711,1.55401,1.36441,5.03736,1.79387,13.42036,209041224,Wallan,Greater Melbourne
9949,9949,9949,1,Unit,2024,495.0,2/42 orchard road,bayswater,3153.0,2,1,-37.8390509,145.2576328,33.98164,1.2699200000000002,6.2912,1.4466,0.80429,1.20619,211011251,Bayswater,Greater Melbourne
9950,9950,9950,2,House,2024,500.0,26 field street,rye,3941.0,3,1,-38.3763249,144.839574,55.37477,1.70851,0.50431,33.724239999999995,1.39899,5.32718,214021383,Point Nepean,Greater Melbourne
9951,9951,9951,0,Unit,2024,275.0,1-5 donald street,prahran,3181.0,1,1,-37.8503789,144.9860072,5.221100000000001,0.72072,0.31989,0.59465,0.95792,0.95958,206061136,Prahran - Windsor,Greater Melbourne
9952,9952,9952,2,Unit,2024,650.0,2/371 canterbury road,forest hill,3131.0,3,1,-37.8353792,145.1828001,27.11879,0.88639,1.40386,3.00328,0.4955799999999999,1.57336,211041269,Forest Hill,Greater Melbourne
9953,9953,9953,2,House,2024,520.0,13/1 old plenty road,south morang,3752.0,2,1,-37.64562919999999,145.0917035,25.40198,2.24802,2.20712,2.24924,1.10323,2.74743,209041436,South Morang - South,Greater Melbourne
9954,9954,9954,1,Unit,2024,1050.0,3201/81 city road,southbank,3006.0,3,2,-37.8223284,144.9652936,1.98101,1.07619,0.4622,1.38569,0.02443,1.6828299999999998,206041509,Southbank - East,Greater Melbourne
9955,9955,9955,0,House,2024,820.0,4 ivan street,fitzroy north,3068.0,2,1,-37.7827876,144.9871518,5.27043,0.58439,0.17974,0.51554,0.70812,0.97458,206071143,Fitzroy North,Greater Melbourne
9956,9956,9956,0,Unit,2024,570.0,1707/60 kavanagh street,southbank,3006.0,1,1,-37.8240969,144.9636781,2.07539,1.16037,0.71997,1.53821,0.74309,1.83534,206041509,Southbank - East,Greater Melbourne
9957,9957,9957,2,House,2024,600.0,5 burton close,keilor downs,3038.0,4,2,-37.72038999999999,144.8052061,24.98009,0.77898,0.23796,3.08707,1.07913,0.62537,213011332,Keilor Downs,Greater Melbourne
9958,9958,9958,1,Townhouse,2024,665.0,2/16 duncan avenue,boronia,3155.0,3,2,-37.8552513,145.2728331,35.717589999999994,0.67175,0.52963,2.06816,1.55447,0.7894,211011446,Boronia,Greater Melbourne
9959,9959,9959,1,Unit,2024,550.0,606/51 napoleon street,collingwood,3066.0,1,1,-37.8018123,144.9866863,3.30378,0.15546,0.13917,1.4066500000000002,0.38288,0.42878,206071141,Collingwood,Greater Melbourne
9960,9960,9960,1,Unit,2024,580.0,712/850 whitehorse road,box hill,3128.0,2,1,-37.8176614,145.1189802,19.64585,0.90528,0.98905,1.47669,0.8105800000000001,0.24242,207031163,Box Hill,Greater Melbourne
9961,9961,9961,0,Unit,2024,625.0,2610/160 victoria street,carlton,3053.0,1,1,-37.8061605,144.9619,1.15283,0.45847,0.74007,1.03639,0.01303,0.12579,206041117,Carlton,Greater Melbourne
9962,9962,9962,0,Unit,2024,750.0,4105/483 swanston street,melbourne,3000.0,2,1,-37.8071377,144.9623278,1.27245,0.58078,0.8596900000000001,0.95135,0.70599,0.24542,206041504,Melbourne CBD - North,Greater Melbourne
9963,9963,9963,2,House,2024,500.0,81 alfred road,werribee,3030.0,4,2,-37.9195898,144.6272764,37.20628,1.3463900000000002,0.61248,4.31071,2.98171,6.99898,213051468,Werribee - West,Greater Melbourne
9964,9964,9964,1,Unit,2024,500.0,3102/188 whitehorse road,balwyn,3103.0,1,1,-37.8124498,145.0757629,10.78823,0.71362,0.47299,1.99741,0.7609600000000001,0.94341,207011147,Balwyn,Greater Melbourne
9965,9965,9965,1,Townhouse,2024,530.0,7/60-62 maroondah highway,croydon,3136.0,2,1,-37.7907125,145.2662198,31.68536,0.21217,0.45347,2.75392,2.4232600000000004,2.42855,211031451,Croydon - West,Greater Melbourne
9966,9966,9966,0,Studio,2024,635.0,1006/7 siddeley street,docklands,3008.0,1,1,-37.8215124,144.9545467,1.6211,1.72769,0.3841,0.5573899999999999,1.12529,0.63991,206041118,Docklands,Greater Melbourne
9967,9967,9967,1,House,2024,550.0,410/88 la scala ave,maribyrnong,3032.0,2,2,-37.782982,144.8931218,9.70458,0.74009,0.38271,6.26734,0.32733,0.50104,213031349,Maribyrnong,Greater Melbourne
9968,9968,9968,2,Unit,2024,690.0,23/62 wattletree road,armadale,3143.0,2,2,-37.8616397,145.0214871,9.57386,1.36961,0.56511,1.07118,0.55564,1.01265,206061135,Armadale,Greater Melbourne
9969,9969,9969,2,House,2024,480.0,8 kara court,pakenham,3810.0,3,1,-38.0633475,145.499593,64.49073,0.64748,2.68343,3.48762,2.44037,17.66832,212011549,Pakenham - North East,Greater Melbourne
9970,9970,9970,2,Townhouse,2024,850.0,2/196 beach road,mordialloc,3195.0,4,3,-38.0064894,145.0838211,34.864580000000004,0.93018,0.30988,0.7993899999999999,0.55648,1.45497,208031193,Mordialloc - Parkdale,Greater Melbourne
9971,9971,9971,1,Unit,2024,1140.0,6007/7 riverside quay,southbank,3006.0,3,2,-37.8213341,144.9646982,2.25169,1.3468699999999998,0.11808,1.65637,0.29512,1.95351,206041508,Southbank (West) - South Wharf,Greater Melbourne
9972,9972,9972,1,Unit,2024,600.0,g06/59 stables circuit,doncaster,3108.0,2,2,-37.7872881,145.1159781,16.644740000000002,1.09889,0.93291,5.58887,1.57401,2.56148,207021157,Doncaster,Greater Melbourne
9973,9973,9973,1,Unit,2024,480.0,4/34 olive grove,mentone,3194.0,2,1,-37.9866943,145.0788828,30.21754,0.80129,0.73121,1.08748,1.46995,1.63626,208031190,Mentone,Greater Melbourne
9974,9974,9974,3,House,2024,750.0,84 king arthur drive,glen waverley,3150.0,4,2,-37.8701756,145.1863363,27.669130000000003,0.233,0.34542,3.53104,1.63591,3.7499,212051321,Glen Waverley - East,Greater Melbourne
9975,9975,9975,1,House,2024,550.0,2 wyena street,rye,3941.0,3,1,-38.3782483,144.8111088,54.33003,2.15719,1.38647,38.88615,2.7541100000000003,7.48921,214021383,Point Nepean,Greater Melbourne
9976,9976,9976,0,Unit,2024,675.0,1918/555 swanston street,carlton,3053.0,2,1,-37.8057745,144.9626168,1.58924,0.42456,1.17648,1.25932,0.44944,0.56221,206041117,Carlton,Greater Melbourne
9977,9977,9977,2,Unit,2024,638.0,1/30 weybridge street,surrey hills,3127.0,2,1,-37.818312,145.0943839,17.37031,0.27246,0.1849799999999999,1.1193,1.0466099999999998,1.18628,207011155,Surrey Hills (West) - Canterbury,Greater Melbourne
9978,9978,9978,1,Unit,2024,480.0,5/19 ballater street,essendon,3040.0,2,1,-37.7489828,144.9049359,11.39313,1.1429200000000002,0.8728899999999999,1.87574,1.42138,2.05944,206031501,Essendon (West) - Aberfeldie,Greater Melbourne
9979,9979,9979,0,Unit,2024,750.0,3803/228 la trobe street,melbourne,3000.0,2,1,-37.809615,144.9623021,0.64237,1.08852,0.78444,1.42857,1.46198,0.27899,206041504,Melbourne CBD - North,Greater Melbourne
9980,9980,9980,2,House,2024,550.0,1188 centre road,clayton south,3169.0,4,2,-37.9272916,145.1052238,25.22262,0.1845699999999999,0.20711,1.8097,1.14256,0.71714,212041309,Clarinda - Oakleigh South,Greater Melbourne
9981,9981,9981,2,House,2024,500.0,79 casey drive,lalor,3075.0,3,1,-37.6743599,145.0420355,18.7955,0.93711,0.40591,3.77849,0.69032,2.4807,209041529,Lalor - East,Greater Melbourne
9982,9982,9982,2,House,2024,570.0,21 denholm street,rosebud,3939.0,3,2,-38.3736175,144.8950902,91.39911,0.59041,0.77835,27.30013,2.55831,2.34315,214021384,Rosebud - McCrae,Greater Melbourne
9983,9983,9983,1,Unit,2024,330.0,13 payne street,caulfield north,3161.0,1,1,-37.8785329,145.0332633,12.57362,0.7950499999999999,0.53316,1.06161,0.90037,1.82704,208021177,Caulfield - North,Greater Melbourne
9984,9984,9984,0,Unit,2024,510.0,801/61 haig street,southbank,3006.0,1,1,-37.8276686,144.9566961,2.23623,0.70305,0.5229600000000001,1.17252,0.2433499999999999,0.8560399999999999,206041508,Southbank (West) - South Wharf,Greater Melbourne
9985,9985,9985,1,Townhouse,2024,600.0,4/9-11 willow street,essendon,3040.0,3,2,-37.75616,144.919285,9.574129999999998,0.74358,1.12285,1.13083,0.95066,1.82277,206031502,Essendon - East,Greater Melbourne
9986,9986,9986,1,Unit,2024,700.0,102/11 rose lane,melbourne,3000.0,2,1,-37.8154878,144.9542238,1.18906,0.7703300000000001,1.16972,0.3962,0.5116,1.43748,206041505,Melbourne CBD - West,Greater Melbourne
9987,9987,9987,3,House,2024,780.0,188 kambrook road,caulfield,3162.0,3,1,-37.8847592,145.0342674,13.12452,1.4461400000000002,0.43822,1.25493,1.27766,1.29959,208021178,Caulfield - South,Greater Melbourne
9988,9988,9988,2,House,2024,500.0,47 balcombe drive,manor lakes,3024.0,4,2,-37.8724851,144.5999029,48.20783,1.08998,0.26008,0.83761,2.19195,1.83973,213051579,Manor Lakes - Quandong,Greater Melbourne
9989,9989,9989,1,Unit,2024,540.0,3/39 victoria street,footscray,3011.0,2,1,-37.8016497,144.8928857,7.26791,0.6696799999999999,0.28545,0.16636,0.51248,0.60625,213031348,Footscray,Greater Melbourne
9990,9990,9990,3,House,2024,650.0,22 san leandro drive,reservoir,3073.0,3,1,-37.6979516,145.0283634,15.91544,0.87954,0.08669,1.66678,0.78116,0.80577,209021523,Reservoir - North East,Greater Melbourne
9991,9991,9991,2,House,2024,510.0,4 agatha way,werribee,3030.0,4,2,-37.9053227,144.5930381,46.41229,3.16011,0.8054600000000001,5.092479999999999,3.8973,5.48328,213051468,Werribee - West,Greater Melbourne
9992,9992,9992,1,Townhouse,2024,950.0,19a helene street,bulleen,3105.0,5,3,-37.7626376,145.0863591,16.00962,1.0926600000000002,1.5327,3.57751,0.8713,1.2508,207021156,Bulleen,Greater Melbourne
9993,9993,9993,2,House,2024,450.0,10 lombardy avenue,dromana,3936.0,3,1,-38.3372827,144.9796008,84.3177,2.34084,1.44278,20.21871,4.21998,2.09585,214021377,Dromana,Greater Melbourne
9994,9994,9994,1,Unit,2024,475.0,107/50 seymour grove,camberwell,3124.0,1,1,-37.8354268,145.0572048,11.81438,0.28902,0.95707,1.22077,1.42762,0.73619,207011149,Camberwell,Greater Melbourne
9995,9995,9995,2,Unit,2024,540.0,3/38 grove street,eltham,3095.0,2,1,-37.7119834,145.1568046,26.18278,1.02703,1.39574,1.06814,0.7884800000000001,1.15277,209031209,Eltham,Greater Melbourne
9996,9996,9996,2,House,2024,550.0,15 midgard street,truganina,3029.0,4,2,-37.8357953,144.7212112,23.69537,0.78054,1.09409,2.91166,2.86008,2.75083,213051586,Truganina - North,Greater Melbourne
9997,9997,9997,3,House,2024,730.0,88 barmah drive west,wantirna,3152.0,4,2,-37.8565927,145.2189377,33.1059,0.3168399999999999,0.31663,6.91174,2.26508,1.35158,211011259,Wantirna,Greater Melbourne
9998,9998,9998,2,House,2024,870.0,79 barkly street,mordialloc,3195.0,4,2,-38.0052988,145.0892619,34.22198,0.08128,0.6215599999999999,0.61197,0.68349,1.44282,208031193,Mordialloc - Parkdale,Greater Melbourne
9999,9999,9999,2,Unit,2024,880.0,221/15 lithgow street,abbotsford,3067.0,2,2,-37.8096352,144.9982731,3.66076,0.49089,0.77298,0.66903,0.10062,0.8815700000000001,206071139,Abbotsford,Greater Melbourne
10000,10000,10000,2,House,2024,485.0,6 chiswick court,hampton park,3976.0,3,1,-38.0228372,145.2538347,40.61923,1.70517,0.96971,2.9971300000000003,2.64662,4.17237,212031562,Hampton Park - West,Greater Melbourne
10001,10001,10001,2,House,2024,620.0,20 leahy circuit,gisborne,3437.0,4,2,-37.51070199999999,144.6102155,52.256910000000005,0.71597,2.56968,8.221290000000002,4.146,4.65702,210021232,Gisborne,Greater Melbourne
10002,10002,10002,2,House,2024,540.0,31 devonia avenue,fraser rise,3336.0,4,2,-37.6897851,144.7062538,40.91896,4.13513,3.74343,9.75169,9.27787,4.48643,213041574,Fraser Rise - Plumpton,Greater Melbourne
10003,10003,10003,1,House,2024,490.0,40 meeking drive,pakenham,3810.0,3,1,-38.0693946,145.4647706,59.77425,0.49457,1.47253,2.83128,1.83027,11.43174,212011552,Pakenham - South West,Greater Melbourne
10004,10004,10004,1,Unit,2024,470.0,1/49 napier street,footscray,3011.0,2,1,-37.8048201,144.9024045,6.37675,0.2486999999999999,0.34787,0.6313200000000001,0.74374,0.97639,213031348,Footscray,Greater Melbourne
10005,10005,10005,3,Townhouse,2024,1000.0,20a kirstina road,glen waverley,3150.0,4,3,-37.890415,145.1665739,23.96204,0.91969,0.41624,1.93093,1.80386,0.28374,212051321,Glen Waverley - East,Greater Melbourne
10006,10006,10006,4,House,2024,700.0,52 sweet gum avenue,narre warren,3805.0,5,2,-38.010585,145.2969991,40.49098,0.29805,0.86883,2.79885,2.02355,2.05012,212021456,Narre Warren - South West,Greater Melbourne
10007,10007,10007,10,Studio,2024,310.0,6 bruce street,box hill,3128.0,1,1,-37.8167949,145.1222701,20.11875,0.6954,0.8415199999999999,1.42251,0.6006900000000001,0.16983,207031163,Box Hill,Greater Melbourne
10008,10008,10008,1,House,2024,485.0,43 jacka street,mickleham,3064.0,3,2,-37.5281893,144.9035248,42.35387,0.21409,0.8743500000000001,7.05298,2.53021,9.86629,210051445,Mickleham - Yuroke,Greater Melbourne
10009,10009,10009,2,House,2024,550.0,72 bells avenue,kalkallo,3064.0,4,2,-37.5332808,144.9675592,39.04795,0.86786,0.31011,3.5563800000000003,0.8331000000000001,10.26681,210051445,Mickleham - Yuroke,Greater Melbourne
10010,10010,10010,1,Unit,2024,550.0,3/28 bryson st,canterbury,3126.0,2,1,-37.8267089,145.0819888,15.20496,0.7000299999999999,0.70488,0.6036900000000001,0.24172,0.59648,207011155,Surrey Hills (West) - Canterbury,Greater Melbourne
10011,10011,10011,3,House,2024,600.0,2 jesson crescent,dandenong,3175.0,3,2,-37.9812749,145.2269996,33.8284,1.12601,1.01658,2.27895,1.32918,0.9877,212041563,Dandenong - North,Greater Melbourne
10012,10012,10012,2,House,2024,650.0,9 innerleven ct,frankston,3199.0,3,2,-38.1377057,145.143382,53.53149,0.6972999999999999,2.09723,3.1421,1.85093,1.53797,214011372,Frankston North,Greater Melbourne
10013,10013,10013,2,House,2024,490.0,5 trendale lane,clyde,3978.0,3,2,-38.1219442,145.3337957,54.77406,0.28857,0.19149,6.59245,1.5283099999999998,3.1167,212031303,Cranbourne South,Greater Melbourne
10014,10014,10014,2,House,2024,630.0,9 angove street,craigieburn,3064.0,4,2,-37.5699727,144.9010608,41.6887,0.7755700000000001,0.77926,6.57357,0.56584,3.63182,210051542,Craigieburn - North West,Greater Melbourne
10015,10015,10015,1,Villa,2024,440.0,1/42 middle road,maribyrnong,3032.0,2,1,-37.7675998,144.890612,10.63514,0.3715799999999999,0.39655,4.80666,2.04711,1.67218,213031349,Maribyrnong,Greater Melbourne
10016,10016,10016,2,House,2024,650.0,7 eagle ridge,gisborne,3437.0,4,2,-37.4800355,144.5949326,55.34911,1.23648,0.9117,2.89918,1.2511199999999998,1.28893,210021232,Gisborne,Greater Melbourne
10017,10017,10017,0,Unit,2024,340.0,203/1457 north road,clayton,3168.0,1,1,-37.9136587,145.1239837,22.14836,0.4519499999999999,1.02617,1.48123,1.16398,0.69171,212051567,Clayton (North) - Notting Hill,Greater Melbourne
10018,10018,10018,2,House,2024,730.0,39 pinnacle crescent,bulleen,3105.0,4,2,-37.7688948,145.0932179,14.9601,0.93164,0.45373,4.1644,0.87312,1.83769,207021156,Bulleen,Greater Melbourne
10019,10019,10019,1,Unit,2024,590.0,4/696 pascoe vale road,oak park,3046.0,3,2,-37.714147,144.9181997,12.72523,0.7024199999999999,0.54944,1.70299,1.2954100000000002,1.72352,210031537,Oak Park,Greater Melbourne
10020,10020,10020,1,Unit,2024,440.0,2/33 royal avenue,springvale,3171.0,2,1,-37.952519,145.148706,28.24028,0.3246,0.46288,1.28872,0.3610299999999999,0.33652,212041317,Springvale,Greater Melbourne
10021,10021,10021,1,Unit,2024,700.0,40a brook drive,altona,3018.0,3,2,-37.8566807,144.8188544,19.83679,0.71104,0.14463,1.52022,1.4623,5.38774,213021341,Altona,Greater Melbourne
10022,10022,10022,1,Unit,2024,675.0,308m/60 stanley street,collingwood,3066.0,2,1,-37.8020658,144.9858629,3.33331,0.01442,0.32959,1.54824,0.2424,0.2883,206071141,Collingwood,Greater Melbourne
10023,10023,10023,0,House,2024,250.0,261 canterbury road,heathmont,3135.0,1,1,-37.8315917,145.2327612,30.59033,1.35115,0.49349,1.41374,1.12458,1.48001,211031267,Ringwood East,Greater Melbourne
10024,10024,10024,1,Unit,2024,700.0,816/850 whitehorse road,box hill,3128.0,2,2,-37.8176614,145.1189802,19.64585,0.90528,0.98905,1.47669,0.8105800000000001,0.24242,207031163,Box Hill,Greater Melbourne
10025,10025,10025,2,House,2024,500.0,29 leafspring road,donnybrook,3064.0,4,2,-37.5400327,144.9796633,39.60173,3.32023,1.81099,1.82113,3.94264,10.02191,209041225,Whittlesea,Greater Melbourne
10026,10026,10026,1,Unit,2024,750.0,505/300 swanston street,melbourne,3000.0,2,1,-37.8106088,144.9645798,1.0416500000000002,0.6004400000000001,0.7057899999999999,0.67906,0.59568,0.69709,206041504,Melbourne CBD - North,Greater Melbourne
10027,10027,10027,1,House,2024,525.0,132 cyprus street,lalor,3075.0,3,1,-37.6748054,145.02968,18.2242,0.68975,0.63309,3.05368,0.84658,1.14721,209041529,Lalor - East,Greater Melbourne
10028,10028,10028,1,Unit,2024,450.0,4/18 shankland boulevard,meadow heights,3048.0,2,1,-37.6485463,144.9192361,20.9924,0.5610700000000001,0.43292,3.92492,0.5142,5.81992,210051247,Meadow Heights,Greater Melbourne
10029,10029,10029,0,Unit,2024,650.0,47 spring street east,port melbourne,3207.0,2,1,-37.8367864,144.9461271,4.15916,0.66196,0.37223,3.09545,0.92526,0.45062,206051130,Port Melbourne,Greater Melbourne
10030,10030,10030,1,Unit,2024,475.0,8/94 kerferd street,essendon north,3041.0,2,1,-37.73580320000001,144.9000261,16.16066,3.60466,3.84343,5.74768,4.4219,2.3839,206031501,Essendon (West) - Aberfeldie,Greater Melbourne
10031,10031,10031,1,Unit,2024,595.0,1/4 alexandra street,st kilda east,3183.0,2,1,-37.8691164,145.0024908,9.13208,0.4721,0.91975,1.17845,1.29284,0.17075,208021177,Caulfield - North,Greater Melbourne
10032,10032,10032,1,House,2024,600.0,29 fowler street,coburg,3058.0,2,1,-37.7471379,144.9695517,8.4755,0.31223,0.36306,1.43623,0.59093,0.97252,206011497,Coburg - East,Greater Melbourne
10033,10033,10033,0,Unit,2024,700.0,715 centre road,bentleigh east,3165.0,3,2,-37.9205418,145.0554407,19.48522,0.79274,0.97366,1.79042,0.28234,0.36446,208021426,Bentleigh East - North,Greater Melbourne
10034,10034,10034,2,House,2024,530.0,22 fairwater drive,point cook,3030.0,4,2,-37.9058735,144.7175256,30.984330000000003,1.7551199999999998,0.4634,5.53864,2.22215,4.01168,213051466,Point Cook - South,Greater Melbourne
10035,10035,10035,2,House,2024,520.0,1 pippa way,kalkallo,3064.0,3,2,-37.5376725,144.9605097,37.9546,0.89048,0.36344,2.4630300000000003,0.4647699999999999,9.17346,210051445,Mickleham - Yuroke,Greater Melbourne
10036,10036,10036,2,House,2024,570.0,7 ashmore avenue,narre warren south,3805.0,4,2,-38.0693615,145.3123506,48.35145,0.98854,1.07742,6.52838,0.67226,2.40516,212031457,Narre Warren South - East,Greater Melbourne
10037,10037,10037,1,Unit,2024,1180.0,4506/81 a'beckett street,melbourne,3000.0,3,2,-37.8092536,144.961181,0.6243500000000001,0.90978,0.50342,1.41054,0.064,0.2609599999999999,206041504,Melbourne CBD - North,Greater Melbourne
10038,10038,10038,0,Unit,2024,585.0,403/258 flinders ln,melbourne,3000.0,2,1,-37.8167822,144.96558,0.49799,1.55257,1.67349,1.28183,0.1042,1.10407,206041503,Melbourne CBD - East,Greater Melbourne
10039,10039,10039,0,Unit,2024,900.0,889 collins street,docklands,3008.0,1,1,-37.8211627,144.9419443,2.62172,0.29749,0.0866099999999999,1.56128,0.1887599999999999,0.91238,206041118,Docklands,Greater Melbourne
10040,10040,10040,1,Unit,2024,875.0,1501/138 ferrars street,south melbourne,3205.0,2,2,-37.8299407,144.9533001,2.90212,0.06182,0.19875,1.8384,0.64874,1.00246,206051511,Port Melbourne Industrial,Greater Melbourne
10041,10041,10041,1,Unit,2024,450.0,108/4 bik lane,fitzroy north,3068.0,1,1,-37.7846099,144.9785505,4.548100000000001,0.59804,0.98975,1.3696700000000002,0.57312,0.7504700000000001,206071143,Fitzroy North,Greater Melbourne
10042,10042,10042,1,House,2024,775.0,77 dover street,flemington,3031.0,3,1,-37.7830532,144.923473,5.944649999999999,1.13803,0.2229799999999999,1.73245,1.41992,1.42136,206031115,Flemington,Greater Melbourne
10043,10043,10043,2,Unit,2024,370.0,14/62 andrew street,melton south,3338.0,3,1,-37.6936201,144.581139,45.8975,1.40025,1.53047,2.05098,1.71807,1.5326300000000002,213041578,Melton South - Weir Views,Greater Melbourne
10044,10044,10044,1,Unit,2024,520.0,14/28 arnold street,south yarra,3141.0,2,1,-37.8357555,144.9767101,3.55284,0.77849,0.8442000000000001,1.65989,0.55332,1.78025,206041125,South Yarra - West,Greater Melbourne
10045,10045,10045,0,Unit,2024,675.0,2905e/42 balston st,southbank,3006.0,2,2,-37.8265315,144.9627372,2.0823400000000003,0.94144,0.33912,1.6883800000000002,0.33792,1.1733699999999998,206041509,Southbank - East,Greater Melbourne
10046,10046,10046,2,House,2024,530.0,4 groton street,manor lakes,3024.0,4,2,-37.8763937,144.5855971,48.64005,2.38183,0.20215,2.62204,2.96565,4.01416,213051579,Manor Lakes - Quandong,Greater Melbourne
10047,10047,10047,1,Unit,2024,575.0,3/21 bates st,malvern east,3145.0,2,1,-37.8730279,145.043945,13.41279,0.7352799999999999,1.42729,1.2464000000000002,0.73963,1.4546,208041195,Malvern East,Greater Melbourne
10048,10048,10048,2,House,2024,950.0,92 golf parade,rye,3941.0,3,2,-38.3822471,144.8201276,55.381910000000005,2.19571,2.43835,38.36675,2.79263,7.527729999999999,214021383,Point Nepean,Greater Melbourne
10049,10049,10049,2,Townhouse,2024,880.0,3/44 nonna street,oakleigh east,3166.0,4,3,-37.8991277,145.1174702,22.26056,0.79869,0.0017,4.10233,3.63489,1.68714,212051326,Oakleigh - Huntingdale,Greater Melbourne
10050,10050,10050,1,Unit,2024,660.0,6/56 stockade avenue,coburg,3058.0,2,2,-37.7389869,144.9688669,9.58228,0.45241,0.32613,1.1873,0.39211,0.7027100000000001,206011497,Coburg - East,Greater Melbourne
10051,10051,10051,1,House,2024,800.0,76 chapel street,st kilda,3182.0,3,1,-37.8670584,144.9909606,6.9893,0.71029,0.27741,0.50392,0.26815,0.99429,206051134,St Kilda East,Greater Melbourne
10052,10052,10052,2,House,2024,520.0,16 lush court,altona meadows,3028.0,3,2,-37.8723413,144.7698195,23.52302,0.93123,1.20247,2.90623,1.16599,2.54603,213021342,Altona Meadows,Greater Melbourne
10053,10053,10053,1,House,2024,430.0,54 grangehill mews,wyndham vale,3024.0,3,2,-37.8494923,144.5954359,40.79198,1.0305799999999998,2.86785,3.88,4.47086,3.79283,213051589,Wyndham Vale - North,Greater Melbourne
10054,10054,10054,2,Townhouse,2024,750.0,1/695 south road,bentleigh east,3165.0,3,2,-37.9360317,145.0601887,21.90454,0.05559,0.57662,3.17916,0.14339,1.17113,208021427,Bentleigh East - South,Greater Melbourne
10055,10055,10055,1,Unit,2024,550.0,309/378-390 st georges road,fitzroy north,3068.0,1,1,-37.7784848,144.9882531,5.34642,0.19684,0.21636,0.6385,0.78411,1.07118,206071143,Fitzroy North,Greater Melbourne
10056,10056,10056,2,House,2024,620.0,34 evadene drive,tarneit,3029.0,4,3,-37.8494131,144.660061,34.04207,0.74588,0.46923,5.231199999999999,2.0428,2.44538,213051585,Tarneit - South,Greater Melbourne
10057,10057,10057,0,Unit,2024,550.0,3407/283 city road,southbank,3006.0,1,1,-37.82730979999999,144.9588705,2.3051,0.79831,0.2876,1.24139,0.07362,0.6583300000000001,206041509,Southbank - East,Greater Melbourne
10058,10058,10058,0,Unit,2024,530.0,1008/455 elizabeth street,melbourne,3000.0,2,1,-37.8084515,144.9601265,1.02302,1.01663,0.61026,1.48271,0.33994,0.65964,206041504,Melbourne CBD - North,Greater Melbourne
10059,10059,10059,2,House,2024,1690.0,21a peel st,kew,3101.0,4,3,-37.8042109,145.0329445,9.65564,0.02283,1.0796400000000002,2.89838,0.76497,0.82786,207011522,Kew - West,Greater Melbourne
10060,10060,10060,1,Unit,2024,650.0,7/39-47 peel street,west melbourne,3003.0,2,1,-37.8071714,144.9554345,1.47229,0.40175,0.63876,0.7101799999999999,0.2053,0.52742,206041510,West Melbourne - Residential,Greater Melbourne
10061,10061,10061,2,House,2024,670.0,10 trevena close,rowville,3178.0,3,2,-37.9119049,145.25462,36.11039,1.78091,0.8994800000000001,6.8677,0.9279,0.46848,211011257,Rowville - North,Greater Melbourne
10062,10062,10062,2,House,2024,590.0,10 kipling place,frankston,3199.0,3,2,-38.14482580000001,145.1548477,54.90955,0.9882,0.85233,2.87096,1.3718800000000002,1.37498,214011372,Frankston North,Greater Melbourne
10063,10063,10063,2,House,2024,730.0,5 morris court,wandin north,3139.0,3,2,-37.7756867,145.4272857,49.12066,1.01924,0.26598,8.6943,0.94413,5.6518500000000005,211051285,Wandin - Seville,Greater Melbourne
10064,10064,10064,1,Townhouse,2024,550.0,3/8 bamfield road,heidelberg heights,3081.0,2,1,-37.7436025,145.0554543,14.72664,0.88698,0.79311,1.43235,1.3323699999999998,1.64333,209011199,Heidelberg West,Greater Melbourne
10065,10065,10065,2,House,2024,650.0,12 belson street,mickleham,3064.0,4,2,-37.5215594,144.9019823,42.91568,1.27664,1.82106,8.233319999999999,3.71055,10.4281,210051445,Mickleham - Yuroke,Greater Melbourne
10066,10066,10066,1,Unit,2024,425.0,7/22 field street,caulfield south,3162.0,2,1,-37.8887252,145.0307899,13.41284,0.91502,0.98278,1.15224,0.8645900000000001,0.96099,208021178,Caulfield - South,Greater Melbourne
10067,10067,10067,1,Townhouse,2024,500.0,1/4 vangelica way,south morang,3752.0,2,2,-37.635504,145.081203,26.08733,0.6096900000000001,0.14922,2.03367,1.19797,1.08417,209041435,South Morang - North,Greater Melbourne
10068,10068,10068,1,Unit,2024,560.0,16/2 cyril street,box hill south,3128.0,2,1,-37.8367784,145.1199795,18.02064,0.43277,0.44929,2.6368,0.98466,2.58504,207031163,Box Hill,Greater Melbourne
